countryCode,id,name,code,startDate,endDate,year,clusterCode,cluster,requirements,funding,percentFunded
#country+code,#activity+appeal+id+fts_internal,#activity+appeal+name,#activity+appeal+id+external,#date+start,#date+end,#date+year,#sector+cluster+code,#sector+cluster+name,#value+funding+required+usd,#value+funding+total+usd,#value+funding+pct
KEN,326,Kenya Emergency Humanitarian Response Plan 2010,CKEN10,1/1/2010,12/31/2010,2010,10,Protection,5387962,1319882,24
KEN,326,Kenya Emergency Humanitarian Response Plan 2010,CKEN10,1/1/2010,12/31/2010,2010,11,Water Sanitation Hygiene,21630075,8446634,39
KEN,326,Kenya Emergency Humanitarian Response Plan 2010,CKEN10,1/1/2010,12/31/2010,2010,,Not specified,,817479,
KEN,326,Kenya Emergency Humanitarian Response Plan 2010,CKEN10,1/1/2010,12/31/2010,2010,,Multiple clusters/sectors (shared),,0,
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,26512,Agriculture,259461,5105355,1968
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,26480,Coordination and support services,700000,1367574,195
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,2,Early Recovery,,3652056,
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,3,Education,,1749000,
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,4,Emergency Shelter and NFI,,22273089,
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,6,Food Security,256599209,258572529,101
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,7,Health,677002,14270003,2108
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,26479,Multi-sector,197449750,153833767,78
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,9,Nutrition,4947232,4473670,90
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,10,Protection,0,4653989,
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,11,Water Sanitation Hygiene,4007285,10889919,272
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,,Not specified,,9504056,
KEN,302,Kenya Emergency Humanitarian Response Plan 2009,CKEN09,1/1/2009,12/31/2009,2009,,Multiple clusters/sectors (shared),,0,
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,26512,Agriculture,12821000,2669155,21
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,1,Camp Coordination / Management,5094442,2766542,54
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,26480,Coordination and support services,2527221,1425492,56
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,2,Early Recovery,19668273,6912648,35
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,3,Education,5814829,1571403,27
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,4,Emergency Shelter and NFI,23544473,10783893,46
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,5,Emergency Telecommunications,897230,541724,60
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,6,Food Security,99969328,86106659,86
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,7,Health,12170899,7416170,61
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,8,Logistics,636920,453674,71
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,26479,Multi-sector,6301215,5901215,94
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,10,Protection,7723681,4858244,63
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,11,Water Sanitation Hygiene,10398890,4920037,47
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,,Not specified,,569013,
KEN,271,Kenya Emergency Humanitarian Response Plan (Revised) 2008,FKEN08,1/1/2008,7/1/2008,2008,,Multiple clusters/sectors (shared),,0,
KEN,218,Kenya 2006,FKEN0607,10/16/2006,4/15/2007,2006,26480,Coordination and support services,3459335,2129568,62
KEN,218,Kenya 2006,FKEN0607,10/16/2006,4/15/2007,2006,3,Education,617152,287579,47
KEN,218,Kenya 2006,FKEN0607,10/16/2006,4/15/2007,2006,4,Emergency Shelter and NFI,2723078,2016521,74
KEN,218,Kenya 2006,FKEN0607,10/16/2006,4/15/2007,2006,6,Food Security,19279994,28967467,150
KEN,218,Kenya 2006,FKEN0607,10/16/2006,4/15/2007,2006,7,Health,5165306,1006055,19
KEN,218,Kenya 2006,FKEN0607,10/16/2006,4/15/2007,2006,10,Protection,1404730,862381,61
KEN,218,Kenya 2006,FKEN0607,10/16/2006,4/15/2007,2006,11,Water Sanitation Hygiene,2602680,982351,38
KEN,218,Kenya 2006,FKEN0607,10/16/2006,4/15/2007,2006,,Not specified,,662252,
KEN,218,Kenya 2006,FKEN0607,10/16/2006,4/15/2007,2006,,Multiple clusters/sectors (shared),,0,
KEN,234,Kenya: 2006 November Floods,FKEN06,11/22/2006,12/31/2006,2006,26512,Agriculture,6600000,2220412,34
KEN,234,Kenya: 2006 November Floods,FKEN06,11/22/2006,12/31/2006,2006,26480,Coordination and support services,610000,,
KEN,234,Kenya: 2006 November Floods,FKEN06,11/22/2006,12/31/2006,2006,3,Education,400000,,
KEN,234,Kenya: 2006 November Floods,FKEN06,11/22/2006,12/31/2006,2006,4,Emergency Shelter and NFI,6000000,,
KEN,234,Kenya: 2006 November Floods,FKEN06,11/22/2006,12/31/2006,2006,6,Food Security,19276656,28303756,147
KEN,234,Kenya: 2006 November Floods,FKEN06,11/22/2006,12/31/2006,2006,7,Health,7655419,2299340,30
KEN,234,Kenya: 2006 November Floods,FKEN06,11/22/2006,12/31/2006,2006,8,Logistics,6000000,,
KEN,234,Kenya: 2006 November Floods,FKEN06,11/22/2006,12/31/2006,2006,10,Protection,578690,178690,31
KEN,234,Kenya: 2006 November Floods,FKEN06,11/22/2006,12/31/2006,2006,11,Water Sanitation Hygiene,6623874,1623874,25
KEN,234,Kenya: 2006 November Floods,FKEN06,11/22/2006,12/31/2006,2006,,Not specified,,717312,
KEN,234,Kenya: 2006 November Floods,FKEN06,11/22/2006,12/31/2006,2006,,Multiple clusters/sectors (shared),,0,
KEN,157,Kenya  2004,FKEN04,7/1/2004,12/31/2004,2004,26512,Agriculture,3625000,70000,2
KEN,157,Kenya  2004,FKEN04,7/1/2004,12/31/2004,2004,26480,Coordination and support services,157214,,
KEN,157,Kenya  2004,FKEN04,7/1/2004,12/31/2004,2004,3,Education,1635000,,
KEN,157,Kenya  2004,FKEN04,7/1/2004,12/31/2004,2004,6,Food Security,67600000,46045017,68
KEN,157,Kenya  2004,FKEN04,7/1/2004,12/31/2004,2004,7,Health,5861921,,
KEN,157,Kenya  2004,FKEN04,7/1/2004,12/31/2004,2004,11,Water Sanitation Hygiene,4370192,,
KEN,157,Kenya  2004,FKEN04,7/1/2004,12/31/2004,2004,,Not specified,,,
KEN,157,Kenya  2004,FKEN04,7/1/2004,12/31/2004,2004,,Multiple clusters/sectors (shared),,0,
KEN,93,Kenya Drought Donor Alert 2002,OKEN02,1/1/2002,12/31/2002,2002,26512,Agriculture,1988299,,
KEN,93,Kenya Drought Donor Alert 2002,OKEN02,1/1/2002,12/31/2002,2002,26480,Coordination and support services,1281100,100000,8
KEN,93,Kenya Drought Donor Alert 2002,OKEN02,1/1/2002,12/31/2002,2002,3,Education,2000000,,
KEN,93,Kenya Drought Donor Alert 2002,OKEN02,1/1/2002,12/31/2002,2002,6,Food Security,39090194,16156127,41
KEN,93,Kenya Drought Donor Alert 2002,OKEN02,1/1/2002,12/31/2002,2002,7,Health,5385030,2314525,43
KEN,93,Kenya Drought Donor Alert 2002,OKEN02,1/1/2002,12/31/2002,2002,26479,Multi-sector,2234500,1321145,59
KEN,93,Kenya Drought Donor Alert 2002,OKEN02,1/1/2002,12/31/2002,2002,11,Water Sanitation Hygiene,7503675,,
KEN,93,Kenya Drought Donor Alert 2002,OKEN02,1/1/2002,12/31/2002,2002,,Not specified,,,
KEN,93,Kenya Drought Donor Alert 2002,OKEN02,1/1/2002,12/31/2002,2002,,Multiple clusters/sectors (shared),,0,
KEN,71,Kenya Drought 2001,OKEN01,1/1/2001,12/31/2001,2001,26512,Agriculture,4299152,246750,6
KEN,71,Kenya Drought 2001,OKEN01,1/1/2001,12/31/2001,2001,26480,Coordination and support services,3546226,150000,4
KEN,71,Kenya Drought 2001,OKEN01,1/1/2001,12/31/2001,2001,3,Education,3892900,,
KEN,71,Kenya Drought 2001,OKEN01,1/1/2001,12/31/2001,2001,6,Food Security,161648523,107135103,66
KEN,71,Kenya Drought 2001,OKEN01,1/1/2001,12/31/2001,2001,7,Health,5690800,4957985,87
KEN,71,Kenya Drought 2001,OKEN01,1/1/2001,12/31/2001,2001,11,Water Sanitation Hygiene,3000000,2023454,67
KEN,71,Kenya Drought 2001,OKEN01,1/1/2001,12/31/2001,2001,,Not specified,,,
KEN,71,Kenya Drought 2001,OKEN01,1/1/2001,12/31/2001,2001,,Multiple clusters/sectors (shared),,0,
